keyword,url,user,comment_content,ai_analysis
如何看待AI（人工智能机器人）取代眼科医生？,https://api.zhihu.com/answers/410277064,赵新华,"AI 取代眼科医生, 这个事情有三个问题. 1) 有效性问题, AI是否比眼科医生有更高概率的正确诊断率",
AI医疗行业进阶知识,https://api.zhihu.com/articles/407086858,星生 甲匠科技,行动环节与机械技术、控制技术、感知技术等密切相关。 （四）AI医疗产业生态 人工智能+医疗健康产业生态人工智能+医疗健康产业生态总体可以分为三部分,
AI是否能在未来取代社区医生？,https://api.zhihu.com/answers/2819032211,TaskIn创业笔记,而且没有太多专业医疗设备的情况下，和ai对比唯一的优势也不存在了，目前这些社区医生唯一的优势就是利用仪器设备获得ai无法获取的数据,
AI医疗领域业界现状，下一个风口是什么？,https://api.zhihu.com/articles/1964996315458045902,日常科技狂,深有感触，分享给大家。 AI医疗 ≠ 智能诊断 很多人一提到AI医疗，第一反应是“AI能不能替代医生做诊断”,
为什么现在 AI 已经没啥热度了？,https://api.zhihu.com/answers/28122731604,落瑛局,我从事了三年的影像AI行业，它属于医疗AI领域最成熟的一块蛋糕了。 医疗B端客户分为非公和公立。非公这边,
AI医疗方向的计算机博士值得读吗？,https://api.zhihu.com/answers/3320304518,HOPE,我们组就是搞AI医疗，目前从我们组今年找工作的情况来看，确实有些难。工业界里搞医疗的组要么被砍了，剩下的基本没坑不招人了,
现阶段 AI 医疗落地面临的最大瓶颈，是技术、数据还是商业模式？,https://api.zhihu.com/answers/1973348333998331545,余生,使用成本并不高，能够较好的维持利润。AI医疗就不一样，没有通用价格 实际上AI定制模型是可以做的，例如针对不同疾病设计,
AI在医疗领域可以替代人类吗？,https://api.zhihu.com/answers/115461754738,gcd0318,凑巧在医疗AI 厂商干过，产品在国内外都拿过注册证，都是可以卖的，但是医院没兴趣，道理很简单，我产品的准确率98%,
如何看待浙大一院发布准确率高达95%的病理AI大模型Omnipt？将对医疗行业带来哪些影响呢？,https://api.zhihu.com/answers/101229891303,囚徒,看了一下，还是挺感兴趣的，强答一下。 病理AI算是AI医疗里很有前景的一个方向，如果真能做到像新闻里说的“3秒锁定癌症病灶,
大家怎么看待AI医疗这个行业呢？,https://api.zhihu.com/answers/1003294647,创投刘兴宇,基本上是因为他们本身产品还不错，加上了ai的功能，是一个不错的营销点。 如果一头想要扑进AI领域，AI医疗不应该是你的第一选择,
东软集团发力“AI+医疗”！引领落地到深根,https://api.zhihu.com/articles/1959958530850264698,颐通社,针对性构建了解决方案——添翼2.0，破解AI+医疗落地困局。 ▍三大突破，构建AI+医疗基础设施 添翼2.0作为融合AI技术、数据治理、业务流程、组织管理的一体化解决方案,
AI与医疗跨界融合！腾讯百度开始抢人！AI医疗快来了吗？,https://api.zhihu.com/articles/33187257,量子金服,2018年1月20日，百度和腾讯相继揽入世界顶尖级医疗AI科学家：医疗AI科学家郑冶枫博士加盟腾讯优图实验室；美国堪萨斯大学电子工程和计算机系正教授浣军加盟百度,
AI医疗：助力医疗水平提升,https://api.zhihu.com/articles/360820950,FedAI联邦学习,将在很大程度上提高当前医疗行业水平。 但AI+医疗却也面临着重大的挑战。由于医疗工作的特殊性，患者的个人隐私保护显得尤为重要,
AI医疗重上风口，AI医疗独角兽们的美好时代到了？,https://api.zhihu.com/articles/341725426,野豹财经,来自市场竞争、技术应用等方面的问题，也在对AI企业提出新的考验。 医疗AI重返风口 国内AI医疗行业的发展，可谓是一波三折,
AI医疗行业的攻坚与未来,https://api.zhihu.com/articles/482807005,亲临天下手握星河,目前，AI在医疗行业的应用仍处于初级阶段，“AI”、“医疗”关键词背后的IT领域和医疗领域这两个交叉学科未来还将会在方方面面进行融合,
人工智能会不会代替医生？,https://api.zhihu.com/answers/4274563487,噬菌体,其实感觉在科室蹲过，就知道绝大部分医生都可以被替代。不仅如此，别说AI，稍微上点管理，医院的通量和质量都会上去。有些人说什么合作啥的觉得取代不了可能是无知,
审批加速！AI医疗迎商业化元年，AI医疗第一股也要来了,https://api.zhihu.com/articles/390078222,知乎用户9opYLc,随着产品商业化的临近，科亚医疗、鹰瞳医疗、推想医疗等多家AI医疗器械公司也开始了冲刺IPO，国内AI医疗赛道首家上市公司或即将诞生,
百度AI医疗的平谷故事,https://api.zhihu.com/articles/102107063,雷峰网,而百度希望用认知类的AI能力来切入医疗。 AI能力有两类：感知类的AI能力（听、看）和认知类的AI能力（思考）,
研究生选方向（粗方向是AI+医疗），细分方向建议选哪个？,https://api.zhihu.com/answers/3526501988,知乎用户r0wq99,劝退 行业从业者告诉你都是坑 因为市场体量太小了 手术机器人一年全国采购量能有10个亿都不错了 10个亿都给一家公司,
《2018-2019 中国 AI 医疗发展及趋势研究报告》：AI 医疗百亿市场都有哪些机会？,https://api.zhihu.com/articles/62742296,IT桔子,热潮中最火热的应用领域之一。从投融资角度观察我国 AI 医疗行业，可以看到 AI 医疗如同人工智能整体行业走势相类似，无论是在数量上还是在金额上的趋势整体均呈上升的趋势,
DNSPod十问沈春华：AI即将取代400万在岗医生？,https://api.zhihu.com/articles/548078351,DNSPod,刷脸支付AI AI人脸年龄变换 02 赵九州：AI 的大风已经刮了很多年，不仅催生了“AI 四小龙”,
哈佛医学院 AI 聊天机器人登上 Nature，AI 将会如何改变医疗行业？,https://api.zhihu.com/answers/1950308286797706471,过河卒算法备案,创新型送餐机器人“小黄蜂”在机场提供送餐服务，显示AI在日常生活中的实用性。 AI审稿创新：西湖大学开发的AI系统能快速模拟人类专家思考链，为论文审核提供分钟级反馈。 前谷歌X团队创立AI电影制作公司：该团队利用AI技术定位戛纳电影节，首次将人工智能应用于电影制作，已获得超过1亿美元的预售资金,
智能医生,https://www.zhihu.com/question/1677043672125018112,nan,穿成兽人世界的肛肠科专科医生后，我的三观和我一起裂开了……更要命的是，我成了兽人世界唯一的纯血人类，而我伪装的智能机器人医生身份却要和各种高等兽人打交道。当白发狼耳的警官摸着我的脸，冷淡的眼眸晦暗不明，他说：「你觉得我好看吗？」我瑟瑟发抖，努力平稳着嗓音道：「我觉得挺好看的,
24小时在线的“智能医生”,https://api.zhihu.com/articles/1918023143601185457,东方电气,就像给汽轮机的控制系统配上了24小时值班的“智能医生”，让设备自己“体检”。 这一基于人工智能与物联网技术的工业级智能解决方案，通过全时数据感知、智能故障预警与精准运维决策,
清华首个AI医院小镇来了！AI医生自进化击败人类专家，数天诊完1万名患者,https://api.zhihu.com/articles/696765710,新智元,因此需要一系列医疗专业智能体工作。 研究人员设计了，14名医生和4名护士。 医生智能体被设计来诊断疾病并制定详细的治疗计划,
AI超级医生会出现吗？,https://api.zhihu.com/answers/2840235393,左手<em>医生</em>,AI智能医生的打造，目前在逐渐升级，例如左手医生的AI智能医生，近几年经历了两个阶段。 第一个阶段是达到知识图谱驱动,
智能全科医生中国专家共识,https://www.zhihu.com/kvip/sku/paper/1846516993353736192,nan,"人工智能大语言模型等新技术的飞速发展给医学临床实践带来了新的变革。国内外已开始了智能全科医生系统的研究及实践探索,但尚未形成共识。在此背景下,清华大学万科公共卫生与健康学院、北京大学公共卫生学院联合中",
未来AI医生会不会被大家普遍接受？,https://api.zhihu.com/answers/2845623999,拉尼亚凯亚,随着AI技术的进步，AI的准确率会超过医生，尤其是看片子、开处方的医生，靠经验，说白了就是统计学，AI完全可以取代,
人工智能医生会取代医生的工作吗？,https://api.zhihu.com/answers/2971123956,臭臭林<em>医生</em>,Chatgpt如何毁灭医生！哪个科的医生会先消失？,
医生究竟会不会被AI替代？,https://api.zhihu.com/answers/3391202349,李想AI编程,这些方面是人工智能难以企及的。因此，在未来相当长的时间内，医生不会被人工智能取代，而是与人工智能共同发展，为人类健康事业作出更大的贡献,
人工智能医生会取代医生的工作吗？,https://api.zhihu.com/answers/151184678,闫依森,医学的发展一直是要依赖科技的发展，不过人工智能是否能取代医生，我觉得作为口腔医生我不担心这个问题。 其它科的我不敢说,
人工智能应用于医疗领域，你有哪些期待？AI 将为医学带来哪些想象？,https://api.zhihu.com/answers/1981143781161059212,郑建光,在虚拟医院中生成海量患者智能体，训练医生智能体不断进化。目前已上线21个科室42位AI医生，在美国医师执照考试中准确率达96%——这是目前公开发表的最高成绩,
医生究竟会不会被AI替代？,https://api.zhihu.com/answers/3380680514,隐居90后,用药物治疗，人工智能可以替代，而且替代得更好。操作性，可以，但是特别难，如果操作性也可以被人工智能替代，那么就像电影机械公敌里的,
人工智能会不会代替医生？,https://api.zhihu.com/answers/2490811702,赵泠,人工智能可以代替一部分医生，与其余医生更好地合作。 当前的人工智能可以在医院的行政、资源优化、临床工作流程优化、制图、消毒、诊断、图像分析、决策支持、个体化和远程医疗解决方案等领域发挥作用,
人工智能会不会代替医生？,https://api.zhihu.com/answers/2961201553,庄有猫,AI 会不会取代医生？ 最近网上有一个帖子传得比较多，关于未来几年内人工智能会取代医生的，还说首当其冲的就是影像科医生,
智能医生,https://api.zhihu.com/articles/32555898,知了,可能大家都会遇到这种难题。 现在国家大力倡导智能养老，孝心守护同盟应运而生，它主要是通过一种智能检测设备，让家人在家里就能检测血压、血糖、心率心电、尿常规和血常规,
人工智能在医疗领域的应用会完全取代医生吗？,https://api.zhihu.com/answers/14433860987,苏孟官,ai手术台能够24小时做手术，人办不到。在医疗领域里，可能两名麻醉医师与两名医生就能够同时进行4~5台手术。 而看病在中西医来说也是根据症状给结论,
影像科诊断医师在未来20-30年内会被人工智能取代吗？,https://api.zhihu.com/answers/115005627386,半旧青衫,时代抛弃你的时候连一个招呼都不打的，人工智能海量的影像病例，同时人工智能的学习能力和效率远高于人脑。影像扫描刚做完,
人工智能进入医疗行业，有多少好处?,https://api.zhihu.com/answers/4223274608,ryzhang,人工智能进入医疗行业最大的好处就是可以替代掉所有的内科医生 反正现在的内科医生也都是读指标按书开药方,
人工智能可以替代医生吗？,https://api.zhihu.com/answers/300874081,50 West,大部分医生的工作会被人工智能代替，最早的应该是影像诊断包括病理，现在技术就已经达到机器比人做的既快又准。人工智能不可能也没有必要做到100%准确,
人工智能会不会代替医生？,https://api.zhihu.com/answers/2491259054,陈子杨Dr.outside,再回到问题，人工智能会不会代替医生？ 人工智能不仅能代替医生，甚至可以优于医生。 但各位医生不要操心，这东西用不到你们医院去,
医生究竟会不会被AI替代？,https://api.zhihu.com/answers/104628779719,医学狗,因为电话客服99%的任务是和人沟通交流，通过文字交流。 在医生领域，跟电话客服最接近的是门诊医生。 本质上门诊医生做的事情就是通过症状套取更多症状,
医生究竟会不会被AI替代？,https://api.zhihu.com/answers/112785290443,hamc胜,未来的医卫领域，必然是防大于治，医生要当好每个人健康的吹哨人。 而个人的健康指标，来源于智能手环手表及其他随身设备的不间断监测,
AI 夺走影像科医生工作？不，他们反而更忙了,https://api.zhihu.com/articles/1954851405136393535,段小草,无法完全取代医生的根本原因。 最终如果影像科医生犯了错误，他们会被起诉。如果 AI 取代了影像科医生，那么每次,
有智能医学工程毕业的学长吗？现在都发展的什么情况？,https://api.zhihu.com/answers/1908991893146165812,知乎用户444HBL,这个专业的主要目的是将人工智能技术应用于医药行业的方方面，比如医疗机器人、智能治疗法、智能影像识别、智能健康管理、医学信息系统开发、医学大数据分析等,
如果有一天，医院里所有的医护人员都改由人工智能机器人来担任了，会发生什么事？,https://api.zhihu.com/answers/1974242320439324752,人间富贵菜,在人类灭绝之前，都不会有这一天。 虽然我是研究人工智能和介入机器人的，我也希望自己倾注最好年华的方向和专业是正确的,
就读智能医学工程专业有怎样的一番体验？,https://api.zhihu.com/answers/2888690245,一寸灰,虽然岗位少，但是也是有岗位可以报的，智能医学工程属于医学技术类，单独招智能医学专业的岗位是不可能有的，只能靠大类试试,
有智能医学工程毕业的学长吗？现在都发展的什么情况？,https://api.zhihu.com/answers/3534355072,张旦,既然你还在上本科，那就还来得及。 本人智能医学工程研究生，毕业于24年软科评分（A+ 第一）的学校。硕士研究的方向五花八门,
有智能医学工程毕业的学长吗？现在都发展的什么情况？,https://api.zhihu.com/answers/117997243546,陈胜吴广,智能医学工程，和智能土木、智能机械、智能制造、智能建筑、智能采矿一样，高校把以前不好就业不好招生的专业改头换面一下,
人工智能会让医生失业吗？,https://api.zhihu.com/answers/1970780752368082981,梅香寒,在可预见的未来内，人工智能不可能让医生失业。 举个最简单的例子： 就算现在人工智能，真的具备了独立进行手术的技术能力,
如何看待智能医学工程专业及其就业前景？,https://api.zhihu.com/answers/118002263024,陈胜吴广,智能医学工程，和智能土木、智能机械、智能制造、智能建筑、智能采矿一样，高校把以前不好就业不好招生的专业改头换面一下,
人工智能医生会取代医生的工作吗？,https://api.zhihu.com/answers/1112709047,gkbeing,只是不了解这些技术医生被了解这些技术医生淘汰了。毕竟机器人不能对患者负责，而负责的是医生,
用人工智能逐渐代替门诊医生是否有可行性？,https://api.zhihu.com/answers/151454970,马汉东,各类新兴的人工智能创业公司也好（非常不幸，我们也是其中之一），最终的目的无非是实现用人工智能取代医生。当然，为了考虑大众和医生群体的看法,
智能医疗机器人会替代医生的工作吗？,https://api.zhihu.com/answers/314478348,蒋竺波,我就是做医疗AI的，替代是很难的，人工智能➕医疗无非是提高医生的工作效率，类似于医生得力助手之类，因为一个人的病存在大量的可能性,
人工智能在医疗领域的应用会完全取代医生吗？,https://api.zhihu.com/answers/4681939027,亚创科技,不会的，人工智能会协助医生处理部分工作，增加工作效率，部分工作还是需要医生去完成。 并且人工智能涉及到的伦理、安全等问题还需要进一步优化和被接受,
医生这个职业未来有可能会被人工智能替代吗？,https://api.zhihu.com/answers/713170950,Equity,开药到最终的治愈，都需要医生的参与。人工智能（AI）能够代替的领域，至多是“诊断病情”这一个项目上，为医生提供比人工诊断更加准确和快速的结论,
AI医疗推广后，医生这个职业是否会重新洗牌？,https://api.zhihu.com/answers/125062448823,行多久方为执着,Ai出不出来也一样会被淘汰而被洗牌。 只有当人工智能能独立完成诊疗，特别是手术，医生才会完全洗牌，新医生只需要人文关怀即可,
当人工智能主导医疗，人类医生何去何从？,https://api.zhihu.com/answers/77874024183,哄哄,呵呵！在中国DRG环境下，如果真正AI取代医生治病，如果按AI行病人治疗，我就设想医院会不会赔的没影,
什么是 AI Agent（智能体）？,https://api.zhihu.com/answers/3625673581,梦蓝AI,以创造引人入胜的游戏体验。 还有智能办公、制造机器人、智能家具、智能交通指挥、智能医生等智能化应用场景，AI Agent（智能体）将深入各行各业,
未来医学影像医生会被AI取代吗？,https://api.zhihu.com/answers/1909902262345666936,懋式百科 李懋,理论上都有这个风险，不光是影像科医生。当然并不是说，我觉得短期内AI会取代影像科医生。 这是国外一些专家对AI是否会取代影像科医生的观点,
AI医生：智能医疗新纪元,https://api.zhihu.com/articles/694044376,AI自习室,**引言：** 随着科技的飞速发展，人工智能在医疗行业的应用已经成为推动该行业革新的重要力量。AI技术不仅能够提高诊断的准确率,
当人工智能主导医疗，人类医生何去何从？,https://api.zhihu.com/answers/94357186939,医学狗,人类医生会审核人工智能的医疗。 你真的能指望一个发展了4年还分不清9.11和9.9哪个大的玩意给病人治病,
考智能医学工程研究生必须是医学专业吗？,https://api.zhihu.com/answers/1068278078,努力奔跑的医学生,谢邀 智能医学工程是工学学位，具体看学校的招生要求。 我所了解到的智能医学工程本科专业主要课程：高等数学、离散数学、数据结构、计算机视觉与模式识别、Python语言程序设计、软件工程、,
医生和程序员谁会先被人工智能取代？,https://api.zhihu.com/answers/2360102638,非临床医学院学生,欧美的在线研究生硕士随便入学，半工半读随意。 医生有医师协会。你想成为一个医生，必须本科是临床医学或者口腔医学，错了就再也入不了行了,
随着人工智能医学的发展，传统医学书籍的阅读和学习模式会发生怎样的变化？,https://api.zhihu.com/answers/1981273697470928141,呜莎花园,破除旧知识束缚的能力极差。 当人工智能遇到逻辑推理结论与旧知识冲突的时候，就会陷入逻辑混乱，它们试图通过话术把错误的知识和逻辑推演结果缝合起来。 医学知识大量来自于实践、临床观察和统计学结果，是知识更新速度最快的领域之一。所以，人工智能辅助医学学习也是风险最高的行业之一,
如果有智能家庭医生，你会用吗？,https://api.zhihu.com/answers/1049952355,末代猿,如有异常可提供专科医院预约挂号） 4：线上职业医生开具处方（给医生提供标准治疗方案参考）。 5：送药上门、就近药店取药,
人工智能会让医生失业吗？,https://api.zhihu.com/answers/3333976317,雨飞,其实AI已经渗透到了这个行业，而医生也可以借助这些工具来减轻自己的工作压力。 比如，医生可以使用网上智能问诊系统，针对病人的病情预先提出集中不同的方案,
人工智能进入医疗行业，有多少好处?,https://api.zhihu.com/answers/4253136885,绯村剑心,给出的治疗方案（药品或者其他治疗方法）仍然需要医生完成。 综上，人工智能并不能取代医生。其次任何新事物都有试错成本，这个成本谁来承担,
未来医生会不会被AI取代？,https://api.zhihu.com/answers/1888554267549364595,baigongzi,我觉得AI会是医疗好的辅助工具，可以替代网上咨询，全面替代医生还不是短期内的事情，至少无人驾驶实现，能洗衣做饭的机器人实现以后的事情了,
医生究竟会不会被AI替代？,https://api.zhihu.com/answers/3405909369,洪健,请问这些人工智能不会吗？而且人工智能他回答的比医生更有耐心，准确率更高，完全可以取代这些传统医生。,
AI 医疗时代，基层医生如何应对智能诊断辅助系统的挑战？,https://api.zhihu.com/answers/1951232830211339488,该怎么说呢,ai这个只能作为辅助手段，医生这个职业还是需要专业锻炼的，靠大数据只能减轻医生的工作强度，而不是替代医生，这种自媒体都是唯恐天下不乱,
人工智能会不会代替医生？,https://api.zhihu.com/answers/2181416928,肖康平,机器人取代医生，那就医保，医院，患者都赢的局面呀，妙呀。 你说医生干嘛去了，以后那还有医生呀，都是机器人嘛,
将来医院哪个科室医生最容易/不容易被人工智能取代？,https://api.zhihu.com/answers/537426704,美食答主王大厨,大量工作是对图形进行分析的科室，很有可能会使用人工智能取代大部分人工分析报告。,
当人工智能主导医疗，人类医生何去何从？,https://api.zhihu.com/answers/1888909960269780126,chijiange,一部分医生会失业，但首先要解决医疗的法律责任问题，在没有解决法律问题前人工智能还不能取代医生只是医生的辅助工具,
如何看待医学智能对临床医生就业的影响？,https://api.zhihu.com/answers/495130798,刘老师菜的一批,说白了，就是医学智能呗，机器来看病，调取病人样本库，根据千万数据和医学原理进行AI智能分析（可比某些老花眼天天领导饭局的xx主任医师强多了吧hhhhh）,
人工智能可以替代医生吗？,https://api.zhihu.com/answers/300064163,MALUKO,未来说不准，但是当人工智能都能替代医生了，其他行业大部分都会被其替代，而且会先于医生，医生可是人类十几年大学以上学习培养出来的,
智能医疗机器人会替代医生的工作吗？,https://api.zhihu.com/answers/2833333187,分享师夜风,如果有一天是人工智能机器人，在外面巡逻，来个居家隔离，如果你不听话，它就向你扫射咋办？人工智能会判断你是病毒传播者就会消灭你,
智能医学工程毕业生有哪些适合的就业岗位，以及中国目前的医学水平真的已经发展到需要人工智能了吗？,https://api.zhihu.com/answers/826177185,Jason金,最后是医疗方面的人工智能，我目前在做医学图像方面的深度学习研究，可以这么说就现在情况来看，人工智能并没有很好地提升医疗产业,
人工智能应不应该在医疗领域全面替代医生的诊断工作？,https://api.zhihu.com/answers/94609026754,Liston,每个环节都要用机器测，都要看数据，然后把各种数据综合起来，根据医生的经验做推测。这些工作，不是AI更拿手吗？先测，再跟大数据一对照,
人工智能可以替代医生吗？,https://api.zhihu.com/answers/301407117,Bryce,这个问题提的让我很悲观啊，人工智能替代医生的那天，我们人类也就是人工智能了吧，到时候让其它人工智能帮我们上上润滑油,
在当下医疗环境下，成为一名执业医师意味着什么？,https://api.zhihu.com/answers/1963555178713159323,Nothing,会和同事们一起失业， 被人工智能所取代。 意味着：肉身的医务人员辛辛苦苦的求学数年，抵不过人工智能机器人瞬间的知识拷贝,
就读智能医学工程专业有怎样的一番体验？,https://api.zhihu.com/answers/1539377293,adrian,基本上都是医生半路自学编程。比如说研发一个手术机器人，医生很难跟工程师程序员解释医学常识，同样医生也不会理解专业术语,
读智能医学工程专业是一个好的选择吗？,https://api.zhihu.com/answers/3365181639,Dr.deng,看自己的实力吧。如果实力够强，那就是非常好的选择，因为这个专业是电子信息类，不算天坑，交叉学科可能也是未来的发展趋势,
我建了一个家庭医生智能体，效果还不错！,https://api.zhihu.com/articles/9311439046,中场休息,于是我借助强大的AI能力，打算开发一名智能全科医生智能体，以下记录了整个基于ChatGPT的智能体创建的完整过程。 结尾附上已发布可用的基于文心大模型的智能体,
"人工智能医院预计年底前上线, Ai医生是否值得信任，又会对哪些方面影响?",https://api.zhihu.com/answers/45192898587,80不惑,AI医生是指利用人工智能技术在医疗领域中进行诊断、治疗和辅助决策等工作的虚拟医生。它通过分析海量的医学数据、学习临床经验和知识,
市面上有没有人工智能的医疗APP？,https://api.zhihu.com/answers/2825890779,陆玖传媒,对于社会提高了对普通人的疾病预防等知识的普及。 左手医生 左手医生 （智能采集用户病情信息） 左手医生 左手医生 （诊断结果与疾病建,
如果未来能依靠 AI 医生看病，大家会更信任 AI 还是真人医生？,https://api.zhihu.com/answers/1956730870992991183,周芸名,那不可能超过人类的智慧，何况现在总能发现人工智能乱说话。机器的冰冷还是让我觉得医生靠谱。虽然说医生也有可能弄错，那也是小概率的问题,
医生会被AI取代吗？,https://api.zhihu.com/answers/62801909012,门迭塔,李开复的《人工智能》里说过，美国做实验用人工智能给患者做诊断，诊断的正确率是百分之八十多，远高于人类医生,
现在什么职业最容易被人工智能取代？,https://api.zhihu.com/answers/3572583454,Afterwards,绘图师/文字编辑/视频制作也是被同类人工智能取代最快的工种。 所以我来唱一个反调——最难被人工智能取代的职业，最容易被人工智能取代。 有些工种门槛非常高,
真正的智能医疗有多远？适合开设大学专业吗？,https://api.zhihu.com/answers/1918706344694906984,知乎用户6i4vqo,专家们头脑里的新技术，没有发表，是智能系统中没有的。使用智能医疗并不难，但起马要具备主治医生的水平，外行是不能使用的,
为什么医生在未来很长时间内都不会被人工智能所取代？,https://api.zhihu.com/answers/1084426721,一然,我如果被确诊新冠肺炎，上吐下泻，高热不退，呼吸急促。人工智能可以做出明确的判断，但是没有特效药，只能建议我服用看上去有效的药物,
医学影像结合人工智能对临床的意义有多大?,https://api.zhihu.com/answers/3135250895,白口蘑煸摇香菇,那么请你们谈谈，你们给和互联网产业同级别同样人工智能track的开的工资能不能对标。差了不止一截吧？这还有脸说自己的行业有意义忽悠新人入坑吗,
人工智能会让医生失业吗？,https://api.zhihu.com/answers/3366678901,简枫,不会。 人工智能会降低医生这个行业的职业门槛，但不会让医生失业。 医生其实很多时候不止是看病救人，还得给病人提供某种程度的情绪价值,
DeepSeek 会让医生失业吗？,https://api.zhihu.com/answers/94726741709,诡医战魂,让中医顶尖群体无法失业。 医生群体是百分百冲击最大的。 你说的这，我查了下，应该说的是人工智能诊断治疗。 人工智能的首要前提,
将来医院哪个科室医生最容易/不容易被人工智能取代？,https://api.zhihu.com/answers/542866106,遛狗人,只有利益相关才保险 3. 医务科 挣着医生挣来的奖金，帮着医闹欺负医生的重要机构，人工智能都看不下去的。 这仨都不会被取代,
就读智能医学工程专业有怎样的一番体验？,https://api.zhihu.com/answers/2546922307,雀食你是对的,这个专业本科毕业没法找到对口就业岗位，想要从事相关研发至少要硕士毕业，而现状是开设了智能医学工程硕士点的学校屈指可数，进入这个专业就要面对狼多肉少的局面,
大佬们，智能医学工程和生物医学工程区别在哪？,https://api.zhihu.com/answers/3507435280,三角猫,两个专业未来考研方向主要都还是生物医学工程的相关方向，“智能医学工程”感觉更强调“智能”，也就是各种信息化、人工智能技术在医学领域的应用,
我是2023年考生报的智能医学工程专业，我看好多人都在劝退，我想知道这个专业到底可不可以？求解 ?,https://api.zhihu.com/answers/3154745661,长风片片,天坑专业 其实就是生物医学工程 啥都学一点 但是都学不精 无论进医院还是企业都更加倾向计算机专业的学生,
为什么越来越多的人都不想当医生了？甚至想弃医转行?,https://api.zhihu.com/answers/3603110919,Clowder,1chs2.0上线，不知道她的裤衩子还能缝几次。（医生现在看病真的很很很不容易。。真的最底层了！,
就读智能医学工程专业有怎样的一番体验？,https://api.zhihu.com/answers/1391019154,云淡风轻,这个专业是可以授予医学和工学学位，医学是基础医学学位，所以出来无法当医生。 专业偏工程，和生物医学工程差不多可以说是生物医学工程的一个方向,
如果有一天，医院里所有的医护人员都改由人工智能机器人来担任了，会发生什么事？,https://api.zhihu.com/answers/1060983286,温暖的猫熊,患者:智能医生 智能医生:你好，主人？请问你需要什么服务？需要止痛请直接说，我要止痛！ 患者:我要出院,
人工智能如何辅助医生诊疗患者，都有哪些实际应用？,https://api.zhihu.com/answers/2821980009,陆玖传媒,直接影响随访的效果。 左手医生智能随访管理基于知识图谱、深度学习、智能交互等自然语言处理技术构建的人工智能随访助手，帮助医生更加智能和高效地对符合精准条件的患者进行批量自动化随访,
AI医生到底能不能替代真人医生?,https://api.zhihu.com/answers/1973509199276302815,想得太多,欢迎讨论 中医讲究望闻问切，ai医生如果需要准确的结果的话就像新手医生一样为了不犯错，做各种抽血体检，拍片,
DeepSeek 会让医生失业吗？,https://api.zhihu.com/answers/130490175096,带预言家含辛,其实我一直觉得，一个带视觉传感器的智能音箱类产品作为家庭医生应该是很有市场的，平时有个头疼脑热的直接问音箱,
AI 医疗前景广阔，但真能不信医生信 AI？，你有何看法？,https://api.zhihu.com/answers/1956019116180759208,北京香山智库,AI医生，公益使用，免费使用阶段 ，希望为大家带来帮助 我们科研团队在和医院合作做ResearchFish医学助手大模型（查查鱼）,
2025年最新盘点！9个国产AI医疗大模型,https://api.zhihu.com/articles/19999475418,知乎用户nvmnFz,模型提供多个AI医疗服务。例如在智能医生模块，左医GPT能够模拟医生与患者的对话，提供初步的诊断建议,
为什么很多律师不承认法律是受人工智能影响最大的行业之一？,https://api.zhihu.com/answers/3548545869,诗与星空,尤其能帮助到经验相对欠缺的低年资医生。” 2015年，浙大二院率先引进AI智能读片系统，之前一个医生平均每天看53个患者的胸部CT片子,
城乡医疗差距缩小中：智能中医为基层带来实实在在的变化,https://api.zhihu.com/articles/1978125353420607850,智医观察局,越来越多基层医生表示： “不是我们能力突然变强了，是有了能帮我们的工具。” 智能中医不是替代医生，而是让每一位基层医生都有机会做得更准、更稳、更专业,
医生这个职业未来有可能会被人工智能替代吗？,https://api.zhihu.com/answers/714310305,Techsoho,“人们倾向于认为人工智能将不会威胁主治医生角色的传统工作，”她说，“医生们似乎认为，如果人工智能能够维护或增强而不是削弱他们所做的工作,
未来医生会不会被AI取代？,https://api.zhihu.com/answers/1888642201124337150,Pony,短期几年内肯定是不会的，AI还是有很多的局限性，不过AI可以辅助医生是明确的。 就像AI擅长的编程领域，短期都取代不了程序员,
现在从事哪些行业，二十年后才不会被人工智能取代？,https://api.zhihu.com/answers/3470982624,简枫,我更想要的是专业的、真实的医生给的诊断方案。说白了，还是对这个 AI 诊断不信任。 不过，AI 在智能医疗领域的辅助作用还是不容忽视的,
大家对于智能医疗有些什么认识？又怎么看待智能医疗未来的发展趋势？,https://api.zhihu.com/answers/506797279,探码科技,在中国新医改的大背景下，智能医疗将快步走进寻常百姓的生活。 从以上对智能医疗的解释不难看出，智能医疗的优势如下,
人工智能是否会取代医生？,https://api.zhihu.com/answers/498769180,知乎用户zKk5cV,临床诊断和病理医生的工作是典型的模式识别，所以最容易被取代，实际上某种程度也正在被替代；手术医生复杂一些，但是随着AI机器人系统的进步,
将来医院哪个科室医生最容易/不容易被人工智能取代？,https://api.zhihu.com/answers/2502962849,王圆脸,我曾经问我师哥：心电图就那么几个导联，ai取代心电图医师岂不是轻轻松松？ 我师哥淡淡说道：心电图那低到发指的利润空间还是雇真人更合适,
如何看待智能医学工程专业及其就业前景？,https://api.zhihu.com/answers/779371899,木子诺,该专业是一门将人工智能、传感技术等高科技手段综合运用于医学领域的新兴交叉学科专业，其研究内容包括智能药物研发、医疗机器人、智能诊疗、智能影像识别、智能健康数据管理等。 在医疗体制改革的大背景下,
